t_min,cgm_true,cgm_twin,cgm_true_cf,cgm_twin_cf
558.0,140.8202286094498,134.6624392234413,134.1581868945441,124.97484050749134
561.0,142.86492903578397,133.73866720462928,136.06058526572556,124.03900192417238
564.0,144.67254516688146,132.840143649396,137.73362985508254,123.13327578978993
567.0,146.0474217026042,131.96599228580567,138.98144118008332,122.25645297342034
570.0,146.88020753526303,131.11532400390988,139.69441889835747,121.40733767769535
573.0,147.19113909211728,130.2872425532874,139.89253139770057,120.58475106973046
576.0,147.02914990586612,129.48084931718992,139.62443093709777,119.7875341219841
579.0,146.44306019330907,128.6952473018584,138.93864812498285,119.01454979999099
582.0,145.48159556735808,127.92954445895228,137.88361488162369,118.26468471118835
585.0,144.19340085776238,127.18285644149555,136.50768189467564,117.53685031010765
588.0,142.62704878640227,126.45430887882362,134.85913035617506,116.8299837393945
591.0,140.83104318153613,125.74303924333174,132.98617771376198,116.14304837292694
594.0,138.85381638407677,125.04819837103125,130.93697714131252,115.47503411628006
597.0,137.14696933570988,124.36895168873771,129.1628592727168,114.82495751057951
600.0,135.90593995910058,123.70448019289469,127.85900186327049,114.19186167808371
603.0,133.92805496598092,123.05398121838076,125.82248256775247,113.57481614139768
606.0,131.46476937576932,122.41666902996981,123.3045191691375,112.97291654282655
